country,city,connectorType,durationCharge,durationSession,energy,tariff,cost,meanPower,maxPower,startDate,startTimestamp,weekDayStart,yearStart,hourStart,minuteStart,endDate,endTimestamp,weekDayEnd,yearEnd,hourEnd,minuteEnd,anomaly,class
UK,Perth,Fast,2.68,2.68,13.48,0.0,0.0,5.03,7.0,13/06/2019 11:45:00,1560419100.0,3,2019.0,11,45,13/06/2019 14:26:00,1560428760.0,3,2019.0,14,26,0,Normal
UK,Aberfeldy,Fast,0.97,0.97,17.201,0.0,0.0,17.733,22.0,13/06/2019 12:02:00,1560420120.0,3,2019.0,12,2,13/06/2019 13:00:00,1560423600.0,3,2019.0,13,0,0,Normal
UK,Kinross,Rapid,0.65,0.65,11.96,0.0,0.0,18.4,50.0,13/06/2019 12:07:00,1560420420.0,3,2019.0,12,7,13/06/2019 12:46:00,1560422760.0,3,2019.0,12,46,0,Normal
UK,Auchterarder,Rapid,0.92,0.92,39.78,0.0,0.0,43.239,50.0,13/06/2019 12:09:00,1560420540.0,3,2019.0,12,9,13/06/2019 13:04:00,1560423840.0,3,2019.0,13,4,0,Normal
UK,Auchterarder,Rapid,0.2,0.2,1.99,0.0,0.0,9.95,50.0,13/06/2019 12:17:00,1560421020.0,3,2019.0,12,17,13/06/2019 12:29:00,1560421740.0,3,2019.0,12,29,0,Normal
UK,Kinross,Rapid,0.27,0.27,9.33,1.29,12.04,34.556,50.0,13/06/2019 12:29:00,1560421740.0,3,2019.0,12,29,13/06/2019 12:45:00,1560422700.0,3,2019.0,12,45,0,Normal
UK,Perth,Rapid,0.28,0.28,8.21,0.84,6.9,29.321,50.0,13/06/2019 12:36:00,1560422160.0,3,2019.0,12,36,13/06/2019 12:53:00,1560423180.0,3,2019.0,12,53,0,Normal
UK,Perth,Fast,2.07,2.07,4.727,0.91,4.3,2.284,7.0,13/06/2019 12:38:00,1560422280.0,3,2019.0,12,38,13/06/2019 14:42:00,1560429720.0,3,2019.0,14,42,0,Normal
UK,Blairgowrie,Rapid,1.73,1.73,5.977,0.0,0.0,3.455,50.0,13/06/2019 12:41:00,1560422460.0,3,2019.0,12,41,13/06/2019 14:25:00,1560428700.0,3,2019.0,14,25,0,Normal
UK,Crieff,Rapid,0.4,0.4,5.04,1.22,6.15,12.6,50.0,13/06/2019 12:42:00,1560422520.0,3,2019.0,12,42,13/06/2019 13:06:00,1560423960.0,3,2019.0,13,6,0,Normal
UK,Perth,Rapid,1.05,1.05,26.77,0.7,18.74,25.495,50.0,13/06/2019 12:58:00,1560423480.0,3,2019.0,12,58,13/06/2019 14:01:00,1560427260.0,3,2019.0,14,1,0,Normal
UK,Perth,Fast,0.17,0.17,1.768,0.43,0.76,10.4,22.0,13/06/2019 13:00:00,1560423600.0,3,2019.0,13,0,13/06/2019 13:10:00,1560424200.0,3,2019.0,13,10,0,Normal
UK,Crieff,Rapid,0.6,0.6,19.21,0.37,7.11,32.017,50.0,13/06/2019 13:08:00,1560424080.0,3,2019.0,13,8,13/06/2019 13:44:00,1560426240.0,3,2019.0,13,44,0,Normal
UK,Perth,Rapid,0.73,0.73,11.14,1.18,13.15,15.26,50.0,13/06/2019 13:20:00,1560424800.0,3,2019.0,13,20,13/06/2019 14:04:00,1560427440.0,3,2019.0,14,4,0,Normal
UK,Crieff,Fast,4.88,4.88,17.33,0.58,10.05,3.551,22.0,13/06/2019 13:36:00,1560425760.0,3,2019.0,13,36,13/06/2019 18:29:00,1560443340.0,3,2019.0,18,29,0,Normal
UK,Kinross,Rapid,0.75,0.75,20.79,0.21,4.37,27.72,50.0,13/06/2019 13:56:00,1560426960.0,3,2019.0,13,56,13/06/2019 14:41:00,1560429660.0,3,2019.0,14,41,0,Normal
UK,Perth,Fast,0.47,0.47,4.923,0.66,3.25,10.474,22.0,13/06/2019 13:57:00,1560427020.0,3,2019.0,13,57,13/06/2019 14:25:00,1560428700.0,3,2019.0,14,25,0,Normal
UK,Kinross,Rapid,0.38,0.38,5.63,0.57,3.21,14.816,50.0,13/06/2019 13:59:00,1560427140.0,3,2019.0,13,59,13/06/2019 14:22:00,1560428520.0,3,2019.0,14,22,0,Normal
UK,Perth,Rapid,0.82,0.82,27.52,0.48,13.21,33.561,50.0,13/06/2019 14:23:00,1560428580.0,3,2019.0,14,23,13/06/2019 15:12:00,1560431520.0,3,2019.0,15,12,0,Normal
UK,Perth,Rapid,0.23,0.23,4.32,0.24,1.04,18.783,50.0,13/06/2019 14:29:00,1560428940.0,3,2019.0,14,29,13/06/2019 14:43:00,1560429780.0,3,2019.0,14,43,0,Normal
UK,Kinross,Rapid,0.42,0.42,14.59,0.48,7.0,34.738,50.0,13/06/2019 14:35:00,1560429300.0,3,2019.0,14,35,13/06/2019 15:00:00,1560430800.0,3,2019.0,15,0,0,Normal
UK,Perth,Rapid,0.28,0.28,10.69,1.1,11.76,38.179,50.0,13/06/2019 14:54:00,1560430440.0,3,2019.0,14,54,13/06/2019 15:11:00,1560431460.0,3,2019.0,15,11,0,Normal
UK,Perth,Fast,0.4,0.4,3.814,0.0,0.0,9.535,22.0,13/06/2019 14:59:00,1560430740.0,3,2019.0,14,59,13/06/2019 15:23:00,1560432180.0,3,2019.0,15,23,0,Normal
UK,Perth,Rapid,0.32,0.32,11.35,0.0,0.0,35.469,50.0,13/06/2019 15:04:00,1560431040.0,3,2019.0,15,4,13/06/2019 15:23:00,1560432180.0,3,2019.0,15,23,0,Normal
UK,Perth,Fast,0.95,0.95,8.652,0.55,4.76,9.107,22.0,13/06/2019 15:08:00,1560431280.0,3,2019.0,15,8,13/06/2019 16:05:00,1560434700.0,3,2019.0,16,5,0,Normal
UK,Auchterarder,Rapid,0.37,0.37,3.74,1.27,4.75,10.108,50.0,13/06/2019 15:14:00,1560431640.0,3,2019.0,15,14,13/06/2019 15:36:00,1560432960.0,3,2019.0,15,36,0,Normal
UK,Perth,Rapid,0.63,0.63,12.02,0.62,7.45,19.079,50.0,13/06/2019 15:18:00,1560431880.0,3,2019.0,15,18,13/06/2019 15:56:00,1560434160.0,3,2019.0,15,56,0,Normal
UK,Perth,Fast,0.15,0.15,0.63,0.0,0.0,4.2,22.0,13/06/2019 15:19:00,1560431940.0,3,2019.0,15,19,13/06/2019 15:28:00,1560432480.0,3,2019.0,15,28,0,Normal
UK,Blairgowrie,Rapid,1.98,1.98,19.156,0.0,0.0,9.675,50.0,13/06/2019 15:23:00,1560432180.0,3,2019.0,15,23,13/06/2019 17:22:00,1560439320.0,3,2019.0,17,22,0,Normal
UK,Perth,Fast,1.08,1.08,3.74,0.0,0.0,3.463,22.0,13/06/2019 15:29:00,1560432540.0,3,2019.0,15,29,13/06/2019 16:34:00,1560436440.0,3,2019.0,16,34,0,Normal
UK,Perth,Fast,2.53,2.53,4.438,0.0,0.0,1.754,7.0,13/06/2019 15:45:00,1560433500.0,3,2019.0,15,45,13/06/2019 18:17:00,1560442620.0,3,2019.0,18,17,0,Normal
UK,Dunkeld,Rapid,0.32,0.32,5.06,0.0,0.0,15.812,50.0,13/06/2019 15:47:00,1560433620.0,3,2019.0,15,47,13/06/2019 16:06:00,1560434760.0,3,2019.0,16,6,0,Normal
UK,Perth,Fast,0.25,0.25,0.995,0.94,0.94,3.98,22.0,13/06/2019 15:59:00,1560434340.0,3,2019.0,15,59,13/06/2019 16:14:00,1560435240.0,3,2019.0,16,14,0,Normal
UK,Perth,Rapid,0.27,0.27,11.02,0.0,0.0,40.815,50.0,13/06/2019 16:08:00,1560434880.0,3,2019.0,16,8,13/06/2019 16:24:00,1560435840.0,3,2019.0,16,24,0,Normal
UK,Perth,Rapid,0.27,0.27,6.05,0.0,0.0,22.407,50.0,13/06/2019 16:17:00,1560435420.0,3,2019.0,16,17,13/06/2019 16:33:00,1560436380.0,3,2019.0,16,33,0,Normal
UK,Perth,Rapid,0.62,0.62,10.78,0.0,0.0,17.387,50.0,13/06/2019 16:17:00,1560435420.0,3,2019.0,16,17,13/06/2019 16:54:00,1560437640.0,3,2019.0,16,54,0,Normal
UK,Perth,Rapid,0.63,0.63,12.423,0.0,0.0,19.719,50.0,13/06/2019 16:24:00,1560435840.0,3,2019.0,16,24,13/06/2019 17:02:00,1560438120.0,3,2019.0,17,2,0,Normal
UK,Perth,Fast,1.38,1.38,1.474,0.31,0.46,1.068,7.0,13/06/2019 16:30:00,1560436200.0,3,2019.0,16,30,13/06/2019 17:53:00,1560441180.0,3,2019.0,17,53,0,Normal
UK,Perth,Fast,1.73,1.73,7.43,0.0,0.0,4.295,22.0,13/06/2019 16:32:00,1560436320.0,3,2019.0,16,32,13/06/2019 18:16:00,1560442560.0,3,2019.0,18,16,0,Normal
UK,Perth,Fast,2.78,2.78,5.9,0.0,0.0,2.122,22.0,13/06/2019 16:42:00,1560436920.0,3,2019.0,16,42,13/06/2019 19:29:00,1560446940.0,3,2019.0,19,29,0,Normal
UK,Kinross,Rapid,0.47,0.47,20.1,1.16,23.32,42.766,50.0,13/06/2019 16:42:00,1560436920.0,3,2019.0,16,42,13/06/2019 17:10:00,1560438600.0,3,2019.0,17,10,0,Normal
UK,Perth,Fast,3.52,3.52,10.507,0.34,3.57,2.985,7.0,13/06/2019 16:44:00,1560437040.0,3,2019.0,16,44,13/06/2019 20:15:00,1560449700.0,3,2019.0,20,15,0,Normal
UK,Perth,Fast,0.57,0.57,5.692,1.17,6.66,9.986,22.0,13/06/2019 16:55:00,1560437700.0,3,2019.0,16,55,13/06/2019 17:29:00,1560439740.0,3,2019.0,17,29,0,Normal
UK,Crieff,Rapid,0.8,0.8,11.6,0.0,0.0,14.5,50.0,13/06/2019 16:59:00,1560437940.0,3,2019.0,16,59,13/06/2019 17:47:00,1560440820.0,3,2019.0,17,47,0,Normal
UK,Pitlochry,Rapid,0.6,0.6,16.41,1.22,20.02,27.35,50.0,13/06/2019 17:06:00,1560438360.0,3,2019.0,17,6,13/06/2019 17:42:00,1560440520.0,3,2019.0,17,42,0,Normal
UK,Kinross,Rapid,0.3,0.3,9.86,1.01,9.96,32.867,50.0,13/06/2019 17:19:00,1560439140.0,3,2019.0,17,19,13/06/2019 17:37:00,1560440220.0,3,2019.0,17,37,0,Normal
UK,Kinross,Rapid,0.23,0.23,4.788,0.12,0.57,20.817,50.0,13/06/2019 17:24:00,1560439440.0,3,2019.0,17,24,13/06/2019 17:38:00,1560440280.0,3,2019.0,17,38,0,Normal
UK,Kinross,Rapid,0.6,0.6,17.09,0.8,13.67,28.483,50.0,13/06/2019 17:38:00,1560440280.0,3,2019.0,17,38,13/06/2019 18:14:00,1560442440.0,3,2019.0,18,14,0,Normal
UK,Kinross,Rapid,0.5,0.5,14.34,0.0,0.0,28.68,50.0,13/06/2019 17:44:00,1560440640.0,3,2019.0,17,44,13/06/2019 18:14:00,1560442440.0,3,2019.0,18,14,0,Normal
UK,Perth,Rapid,0.17,0.17,5.39,0.3,1.62,31.706,50.0,13/06/2019 17:52:00,1560441120.0,3,2019.0,17,52,13/06/2019 18:02:00,1560441720.0,3,2019.0,18,2,0,Normal
UK,Pitlochry,Rapid,0.42,0.42,10.4,0.0,0.0,24.762,50.0,13/06/2019 18:19:00,1560442740.0,3,2019.0,18,19,13/06/2019 18:44:00,1560444240.0,3,2019.0,18,44,0,Normal
UK,Kinross,Rapid,0.57,0.57,23.47,0.0,0.0,41.175,50.0,13/06/2019 18:24:00,1560443040.0,3,2019.0,18,24,13/06/2019 18:58:00,1560445080.0,3,2019.0,18,58,0,Normal
UK,Pitlochry,Fast,1.22,1.22,9.86,0.0,0.0,8.082,22.0,13/06/2019 18:27:00,1560443220.0,3,2019.0,18,27,13/06/2019 19:40:00,1560447600.0,3,2019.0,19,40,0,Normal
UK,Crieff,Rapid,1.0,1.0,30.12,0.0,0.0,30.12,50.0,13/06/2019 18:32:00,1560443520.0,3,2019.0,18,32,13/06/2019 19:32:00,1560447120.0,3,2019.0,19,32,0,Normal
UK,Crieff,Fast,0.23,0.23,0.823,0.0,0.0,3.578,22.0,13/06/2019 18:35:00,1560443700.0,3,2019.0,18,35,13/06/2019 18:49:00,1560444540.0,3,2019.0,18,49,0,Normal
UK,Kinross,Rapid,0.17,0.17,4.84,0.7,3.39,28.471,50.0,13/06/2019 18:40:00,1560444000.0,3,2019.0,18,40,13/06/2019 18:50:00,1560444600.0,3,2019.0,18,50,0,Normal
UK,Crieff,Fast,1.83,1.83,5.711,0.33,1.88,3.121,22.0,13/06/2019 18:50:00,1560444600.0,3,2019.0,18,50,13/06/2019 20:40:00,1560451200.0,3,2019.0,20,40,0,Normal
UK,Perth,Rapid,0.5,0.5,10.04,1.16,11.65,20.08,50.0,13/06/2019 18:51:00,1560444660.0,3,2019.0,18,51,13/06/2019 19:21:00,1560446460.0,3,2019.0,19,21,0,Normal
UK,Auchterarder,Rapid,0.38,0.38,8.87,0.75,6.65,23.342,50.0,13/06/2019 18:52:00,1560444720.0,3,2019.0,18,52,13/06/2019 19:15:00,1560446100.0,3,2019.0,19,15,0,Normal
UK,Pitlochry,Rapid,0.15,0.15,6.44,0.0,0.0,42.933,50.0,13/06/2019 18:56:00,1560444960.0,3,2019.0,18,56,13/06/2019 19:05:00,1560445500.0,3,2019.0,19,5,0,Normal
UK,Pitlochry,Rapid,0.37,0.37,16.06,0.0,0.0,43.405,50.0,13/06/2019 19:12:00,1560445920.0,3,2019.0,19,12,13/06/2019 19:34:00,1560447240.0,3,2019.0,19,34,0,Normal
UK,Perth,Rapid,0.43,0.43,18.02,0.85,15.32,41.907,50.0,13/06/2019 19:13:00,1560445980.0,3,2019.0,19,13,13/06/2019 19:39:00,1560447540.0,3,2019.0,19,39,0,Normal
UK,Perth,Fast,1.02,1.02,10.29,0.74,7.61,10.088,22.0,13/06/2019 19:23:00,1560446580.0,3,2019.0,19,23,13/06/2019 20:24:00,1560450240.0,3,2019.0,20,24,0,Normal
UK,Perth,Rapid,0.38,0.38,5.49,0.0,0.0,14.447,50.0,13/06/2019 19:40:00,1560447600.0,3,2019.0,19,40,13/06/2019 20:03:00,1560448980.0,3,2019.0,20,3,0,Normal
UK,Auchterarder,Rapid,0.45,0.45,6.91,0.0,0.0,15.356,50.0,13/06/2019 19:50:00,1560448200.0,3,2019.0,19,50,13/06/2019 20:17:00,1560449820.0,3,2019.0,20,17,0,Normal
UK,Perth,Fast,0.48,0.48,10.033,0.0,0.0,20.902,22.0,13/06/2019 19:56:00,1560448560.0,3,2019.0,19,56,13/06/2019 20:25:00,1560450300.0,3,2019.0,20,25,0,Normal
UK,Perth,Rapid,0.33,0.33,5.06,0.0,0.0,15.333,50.0,13/06/2019 20:03:00,1560448980.0,3,2019.0,20,3,13/06/2019 20:23:00,1560450180.0,3,2019.0,20,23,0,Normal
UK,Perth,Rapid,1.3,1.3,47.92,0.0,0.0,36.862,50.0,13/06/2019 20:23:00,1560450180.0,3,2019.0,20,23,13/06/2019 21:41:00,1560454860.0,3,2019.0,21,41,0,Normal
UK,Perth,Fast,0.22,0.22,2.132,0.0,0.0,9.691,22.0,13/06/2019 20:37:00,1560451020.0,3,2019.0,20,37,13/06/2019 20:50:00,1560451800.0,3,2019.0,20,50,0,Normal
UK,Kinross,Rapid,0.58,0.58,15.01,1.08,16.21,25.879,50.0,13/06/2019 20:45:00,1560451500.0,3,2019.0,20,45,13/06/2019 21:20:00,1560453600.0,3,2019.0,21,20,0,Normal
UK,Perth,Rapid,0.3,0.3,11.31,0.61,6.9,37.7,50.0,13/06/2019 21:31:00,1560454260.0,3,2019.0,21,31,13/06/2019 21:49:00,1560455340.0,3,2019.0,21,49,0,Normal
UK,Perth,Fast,7.17,7.17,36.793,0.74,27.23,5.132,22.0,13/06/2019 21:35:00,1560454500.0,3,2019.0,21,35,14/06/2019 04:45:00,1560480300.0,4,2019.0,4,45,0,Normal
UK,Perth,Fast,9.68,9.68,37.287,0.0,0.0,3.852,22.0,13/06/2019 22:05:00,1560456300.0,3,2019.0,22,5,14/06/2019 07:46:00,1560491160.0,4,2019.0,7,46,0,Normal
UK,Dunkeld,Rapid,0.53,0.53,19.97,0.0,0.0,37.679,50.0,13/06/2019 22:15:00,1560456900.0,3,2019.0,22,15,13/06/2019 22:47:00,1560458820.0,3,2019.0,22,47,0,Normal
UK,Dunkeld,Rapid,0.9,0.9,18.689,0.0,0.0,20.766,50.0,13/06/2019 22:38:00,1560458280.0,3,2019.0,22,38,13/06/2019 23:32:00,1560461520.0,3,2019.0,23,32,0,Normal
UK,Perth,Rapid,1.02,1.02,27.38,0.0,0.0,26.843,50.0,13/06/2019 23:19:00,1560460740.0,3,2019.0,23,19,14/06/2019 00:20:00,1560464400.0,4,2019.0,0,20,0,Normal
UK,Kinross,Rapid,0.53,0.53,21.69,0.0,0.0,40.925,50.0,14/06/2019 02:29:00,1560472140.0,4,2019.0,2,29,14/06/2019 03:01:00,1560474060.0,4,2019.0,3,1,0,Normal
UK,Perth,Fast,8.08,8.08,8.6,0.36,3.1,1.064,7.0,14/06/2019 04:56:00,1560480960.0,4,2019.0,4,56,14/06/2019 13:01:00,1560510060.0,4,2019.0,13,1,0,Normal
UK,Perth,Rapid,0.18,0.18,1.89,0.0,0.0,10.5,50.0,14/06/2019 07:04:00,1560488640.0,4,2019.0,7,4,14/06/2019 07:15:00,1560489300.0,4,2019.0,7,15,0,Normal
UK,Perth,Rapid,0.75,0.75,16.16,0.99,16.0,21.547,50.0,14/06/2019 07:20:00,1560489600.0,4,2019.0,7,20,14/06/2019 08:05:00,1560492300.0,4,2019.0,8,5,0,Normal
UK,Perth,Rapid,0.45,0.45,15.26,0.0,0.0,33.911,50.0,14/06/2019 07:26:00,1560489960.0,4,2019.0,7,26,14/06/2019 07:53:00,1560491580.0,4,2019.0,7,53,0,Normal
UK,Perth,Rapid,6.52,6.52,10.621,0.0,0.0,1.629,50.0,14/06/2019 08:16:00,1560492960.0,4,2019.0,8,16,14/06/2019 14:47:00,1560516420.0,4,2019.0,14,47,0,Normal
UK,Perth,Rapid,3.05,3.05,6.771,0.26,1.76,2.22,50.0,14/06/2019 08:24:00,1560493440.0,4,2019.0,8,24,14/06/2019 11:27:00,1560504420.0,4,2019.0,11,27,0,Normal
UK,Pitlochry,Rapid,0.38,0.38,5.53,1.21,6.69,14.553,50.0,14/06/2019 08:50:00,1560495000.0,4,2019.0,8,50,14/06/2019 09:13:00,1560496380.0,4,2019.0,9,13,0,Normal
UK,Kinross,Rapid,0.32,0.32,3.06,0.0,0.0,9.562,50.0,14/06/2019 08:57:00,1560495420.0,4,2019.0,8,57,14/06/2019 09:16:00,1560496560.0,4,2019.0,9,16,0,Normal
UK,Auchterarder,Rapid,0.27,0.27,10.64,0.0,0.0,39.407,50.0,14/06/2019 09:01:00,1560495660.0,4,2019.0,9,1,14/06/2019 09:17:00,1560496620.0,4,2019.0,9,17,0,Normal
UK,Kinross,Rapid,0.57,0.57,12.65,0.0,0.0,22.193,50.0,14/06/2019 09:02:00,1560495720.0,4,2019.0,9,2,14/06/2019 09:36:00,1560497760.0,4,2019.0,9,36,0,Normal
UK,Aberfeldy,Rapid,1.62,1.62,6.12,0.77,4.71,3.778,50.0,14/06/2019 09:13:00,1560496380.0,4,2019.0,9,13,14/06/2019 10:50:00,1560502200.0,4,2019.0,10,50,0,Normal
UK,Blairgowrie,Rapid,2.63,2.63,20.023,0.0,0.0,7.613,50.0,14/06/2019 09:58:00,1560499080.0,4,2019.0,9,58,14/06/2019 12:36:00,1560508560.0,4,2019.0,12,36,0,Normal
UK,Perth,Fast,0.35,0.35,3.444,0.17,0.59,9.84,22.0,14/06/2019 10:01:00,1560499260.0,4,2019.0,10,1,14/06/2019 10:22:00,1560500520.0,4,2019.0,10,22,0,Normal
UK,Dunkeld,Rapid,0.48,0.48,21.01,0.4,8.4,43.771,50.0,14/06/2019 10:06:00,1560499560.0,4,2019.0,10,6,14/06/2019 10:35:00,1560501300.0,4,2019.0,10,35,0,Normal
UK,Kinross,Fast,4.63,4.63,6.11,0.17,1.04,1.32,22.0,14/06/2019 10:15:00,1560500100.0,4,2019.0,10,15,14/06/2019 14:53:00,1560516780.0,4,2019.0,14,53,0,Normal
UK,Kinross,Fast,2.18,2.18,3.37,0.66,2.22,1.546,22.0,14/06/2019 10:21:00,1560500460.0,4,2019.0,10,21,14/06/2019 12:32:00,1560508320.0,4,2019.0,12,32,0,Normal
UK,Perth,Fast,1.0,1.0,3.378,0.0,0.0,3.378,22.0,14/06/2019 10:30:00,1560501000.0,4,2019.0,10,30,14/06/2019 11:30:00,1560504600.0,4,2019.0,11,30,0,Normal
UK,Kinross,Rapid,0.23,0.23,3.23,0.35,1.13,14.043,50.0,14/06/2019 10:33:00,1560501180.0,4,2019.0,10,33,14/06/2019 10:47:00,1560502020.0,4,2019.0,10,47,0,Normal
UK,Crieff,Fast,2.63,2.63,2.873,1.03,2.96,1.092,22.0,14/06/2019 10:35:00,1560501300.0,4,2019.0,10,35,14/06/2019 13:13:00,1560510780.0,4,2019.0,13,13,0,Normal
UK,Perth,Rapid,0.33,0.33,10.62,0.0,0.0,32.182,50.0,14/06/2019 10:36:00,1560501360.0,4,2019.0,10,36,14/06/2019 10:56:00,1560502560.0,4,2019.0,10,56,0,Normal
UK,Kinross,Rapid,0.4,0.4,8.45,1.25,10.56,21.125,50.0,14/06/2019 10:39:00,1560501540.0,4,2019.0,10,39,14/06/2019 11:03:00,1560502980.0,4,2019.0,11,3,0,Normal
UK,Kinross,Rapid,0.52,0.52,9.421,0.98,9.23,18.117,50.0,14/06/2019 10:44:00,1560501840.0,4,2019.0,10,44,14/06/2019 11:15:00,1560503700.0,4,2019.0,11,15,0,Normal
UK,Kinross,Rapid,0.35,0.35,6.95,0.0,0.0,19.857,50.0,14/06/2019 10:55:00,1560502500.0,4,2019.0,10,55,14/06/2019 11:16:00,1560503760.0,4,2019.0,11,16,0,Normal
UK,Perth,Rapid,0.22,0.22,6.43,0.0,0.0,29.227,50.0,14/06/2019 10:56:00,1560502560.0,4,2019.0,10,56,14/06/2019 11:09:00,1560503340.0,4,2019.0,11,9,0,Normal
UK,Perth,Rapid,0.18,0.18,5.92,0.0,0.0,32.889,50.0,14/06/2019 10:58:00,1560502680.0,4,2019.0,10,58,14/06/2019 11:09:00,1560503340.0,4,2019.0,11,9,0,Normal
UK,Crieff,Rapid,0.62,0.62,5.58,0.0,0.0,9.0,50.0,14/06/2019 11:02:00,1560502920.0,4,2019.0,11,2,14/06/2019 11:39:00,1560505140.0,4,2019.0,11,39,0,Normal
UK,Perth,Rapid,0.33,0.33,6.19,0.2,1.24,18.758,50.0,14/06/2019 11:04:00,1560503040.0,4,2019.0,11,4,14/06/2019 11:24:00,1560504240.0,4,2019.0,11,24,0,Normal
UK,Kinross,Rapid,0.73,0.73,13.46,0.99,13.33,18.438,50.0,14/06/2019 11:20:00,1560504000.0,4,2019.0,11,20,14/06/2019 12:04:00,1560506640.0,4,2019.0,12,4,0,Normal
UK,Perth,Fast,0.25,0.25,1.776,0.28,0.5,7.104,22.0,14/06/2019 11:25:00,1560504300.0,4,2019.0,11,25,14/06/2019 11:40:00,1560505200.0,4,2019.0,11,40,0,Normal
UK,Perth,Fast,6.98,6.98,27.79,0.13,3.61,3.981,22.0,14/06/2019 11:27:00,1560504420.0,4,2019.0,11,27,14/06/2019 18:26:00,1560529560.0,4,2019.0,18,26,0,Normal
UK,Perth,Fast,5.67,5.67,22.559,0.18,4.06,3.979,7.0,14/06/2019 11:30:00,1560504600.0,4,2019.0,11,30,14/06/2019 17:10:00,1560525000.0,4,2019.0,17,10,0,Normal
UK,Perth,Rapid,0.52,0.52,14.82,0.58,8.6,28.5,50.0,14/06/2019 11:52:00,1560505920.0,4,2019.0,11,52,14/06/2019 12:23:00,1560507780.0,4,2019.0,12,23,0,Normal
UK,Perth,Rapid,2.32,2.32,15.115,0.0,0.0,6.515,50.0,14/06/2019 11:53:00,1560505980.0,4,2019.0,11,53,14/06/2019 14:12:00,1560514320.0,4,2019.0,14,12,0,Normal
UK,Aberfeldy,Rapid,0.4,0.4,12.31,0.0,0.0,30.775,50.0,14/06/2019 12:07:00,1560506820.0,4,2019.0,12,7,14/06/2019 12:31:00,1560508260.0,4,2019.0,12,31,0,Normal
UK,Auchterarder,Rapid,0.1,0.1,1.31,0.0,0.0,13.1,50.0,14/06/2019 12:09:00,1560506940.0,4,2019.0,12,9,14/06/2019 12:15:00,1560507300.0,4,2019.0,12,15,0,Normal
UK,Kinross,Rapid,0.8,0.8,15.1,0.0,0.0,18.875,50.0,14/06/2019 12:14:00,1560507240.0,4,2019.0,12,14,14/06/2019 13:02:00,1560510120.0,4,2019.0,13,2,0,Normal
UK,Perth,Fast,5.05,5.05,9.11,0.0,0.0,1.804,7.0,14/06/2019 12:15:00,1560507300.0,4,2019.0,12,15,14/06/2019 17:18:00,1560525480.0,4,2019.0,17,18,0,Normal
UK,Perth,Fast,0.38,0.38,7.947,0.15,1.19,20.913,22.0,14/06/2019 12:20:00,1560507600.0,4,2019.0,12,20,14/06/2019 12:43:00,1560508980.0,4,2019.0,12,43,0,Normal
UK,Kinross,Rapid,0.68,0.68,28.99,0.88,25.51,42.632,50.0,14/06/2019 12:30:00,1560508200.0,4,2019.0,12,30,14/06/2019 13:11:00,1560510660.0,4,2019.0,13,11,0,Normal
UK,Auchterarder,Rapid,0.63,0.63,11.3,0.0,0.0,17.937,50.0,14/06/2019 12:49:00,1560509340.0,4,2019.0,12,49,14/06/2019 13:27:00,1560511620.0,4,2019.0,13,27,0,Normal
UK,Kinross,Rapid,0.6,0.6,10.62,1.12,11.89,17.7,50.0,14/06/2019 13:05:00,1560510300.0,4,2019.0,13,5,14/06/2019 13:41:00,1560512460.0,4,2019.0,13,41,0,Normal
UK,Perth,Fast,0.32,0.32,3.362,0.0,0.0,10.506,22.0,14/06/2019 13:07:00,1560510420.0,4,2019.0,13,7,14/06/2019 13:26:00,1560511560.0,4,2019.0,13,26,0,Normal
UK,Aberfeldy,Rapid,0.33,0.33,8.17,0.81,6.62,24.758,50.0,14/06/2019 13:08:00,1560510480.0,4,2019.0,13,8,14/06/2019 13:28:00,1560511680.0,4,2019.0,13,28,0,Normal
UK,Perth,Fast,3.47,3.47,11.48,1.13,12.97,3.308,22.0,14/06/2019 13:32:00,1560511920.0,4,2019.0,13,32,14/06/2019 17:00:00,1560524400.0,4,2019.0,17,0,0,Normal
UK,Perth,Fast,4.35,4.35,14.864,0.0,0.0,3.417,7.0,14/06/2019 13:32:00,1560511920.0,4,2019.0,13,32,14/06/2019 17:53:00,1560527580.0,4,2019.0,17,53,0,Normal
UK,Kinross,Rapid,0.82,0.82,31.25,0.83,25.94,38.11,50.0,14/06/2019 13:42:00,1560512520.0,4,2019.0,13,42,14/06/2019 14:31:00,1560515460.0,4,2019.0,14,31,0,Normal
UK,Perth,Fast,0.53,0.53,8.573,1.16,9.94,16.175,22.0,14/06/2019 14:29:00,1560515340.0,4,2019.0,14,29,14/06/2019 15:01:00,1560517260.0,4,2019.0,15,1,0,Normal
UK,Perth,Fast,5.32,5.32,13.304,0.6,7.98,2.501,7.0,14/06/2019 14:40:00,1560516000.0,4,2019.0,14,40,14/06/2019 19:59:00,1560535140.0,4,2019.0,19,59,0,Normal
UK,Crieff,Fast,0.68,0.68,8.279,0.73,6.04,12.175,22.0,14/06/2019 14:50:00,1560516600.0,4,2019.0,14,50,14/06/2019 15:31:00,1560519060.0,4,2019.0,15,31,0,Normal
UK,Perth,Rapid,1.02,1.02,9.92,0.0,0.0,9.725,50.0,14/06/2019 15:10:00,1560517800.0,4,2019.0,15,10,14/06/2019 16:11:00,1560521460.0,4,2019.0,16,11,0,Normal
